date,count
04 Jul 1918,61
05 Jul 1918,49
06 Jul 1918,30
07 Jul 1918,51
08 Jul 1918,27
09 Jul 1918,34
10 Jul 1918,34
11 Jul 1918,19
12 Jul 1918,24
13 Jul 1918,43
14 Jul 1918,14
15 Jul 1918,27
16 Jul 1918,61
17 Jul 1918,44
18 Jul 1918,39
19 Jul 1918,27
20 Jul 1918,28
21 Jul 1918,31
22 Jul 1918,28
23 Jul 1918,22
24 Jul 1918,25
25 Jul 1918,16
26 Jul 1918,14
27 Jul 1918,24
28 Jul 1918,53
29 Jul 1918,51
30 Jul 1918,24
31 Jul 1918,27
01 Aug 1918,17
02 Aug 1918,26
03 Aug 1918,8
04 Aug 1918,12
05 Aug 1918,22
06 Aug 1918,16
07 Aug 1918,403
08 Aug 1918,354
09 Aug 1918,254
10 Aug 1918,237
11 Aug 1918,118
12 Aug 1918,67
13 Aug 1918,31
14 Aug 1918,41
15 Aug 1918,40
16 Aug 1918,48
17 Aug 1918,65
18 Aug 1918,40
19 Aug 1918,34
20 Aug 1918,21
21 Aug 1918,141
22 Aug 1918,292
23 Aug 1918,68
24 Aug 1918,92
25 Aug 1918,46
26 Aug 1918,31
27 Aug 1918,79
28 Aug 1918,86
29 Aug 1918,79
30 Aug 1918,243
31 Aug 1918,347
01 Sep 1918,238
02 Sep 1918,46
03 Sep 1918,49
04 Sep 1918,22
05 Sep 1918,35
06 Sep 1918,20
07 Sep 1918,28
08 Sep 1918,19
09 Sep 1918,31
10 Sep 1918,32
11 Sep 1918,18
12 Sep 1918,24
13 Sep 1918,14
14 Sep 1918,33
15 Sep 1918,14
16 Sep 1918,22
17 Sep 1918,236
18 Sep 1918,61
19 Sep 1918,37
20 Sep 1918,37
21 Sep 1918,17
22 Sep 1918,19
23 Sep 1918,19
24 Sep 1918,34
25 Sep 1918,12
26 Sep 1918,18
27 Sep 1918,19
28 Sep 1918,273
29 Sep 1918,146
30 Sep 1918,67
01 Oct 1918,35
02 Oct 1918,197
03 Oct 1918,63
04 Oct 1918,140
05 Oct 1918,30
06 Oct 1918,15
07 Oct 1918,28
08 Oct 1918,29
09 Oct 1918,22
10 Oct 1918,23
11 Oct 1918,16
12 Oct 1918,27
13 Oct 1918,19
14 Oct 1918,21
15 Oct 1918,26
16 Oct 1918,47
17 Oct 1918,26
18 Oct 1918,26
19 Oct 1918,33
20 Oct 1918,37
21 Oct 1918,30
22 Oct 1918,38
23 Oct 1918,30
24 Oct 1918,35
25 Oct 1918,32
26 Oct 1918,24
27 Oct 1918,25
28 Oct 1918,32
29 Oct 1918,28
30 Oct 1918,21
31 Oct 1918,38
01 Nov 1918,27
02 Nov 1918,28
03 Nov 1918,32
04 Nov 1918,23
05 Nov 1918,28
06 Nov 1918,18
07 Nov 1918,13
08 Nov 1918,29
09 Nov 1918,28
10 Nov 1918,17
11 Nov 1918,15
12 Nov 1918,18
13 Nov 1918,13
14 Nov 1918,18
15 Nov 1918,15
16 Nov 1918,15
17 Nov 1918,9
18 Nov 1918,15
19 Nov 1918,12
20 Nov 1918,13
21 Nov 1918,12
22 Nov 1918,8
23 Nov 1918,19
24 Nov 1918,20
25 Nov 1918,17
26 Nov 1918,16
27 Nov 1918,18
28 Nov 1918,11
29 Nov 1918,13
30 Nov 1918,9
01 Dec 1918,13
02 Dec 1918,10
03 Dec 1918,9
04 Dec 1918,14
05 Dec 1918,5
06 Dec 1918,5
07 Dec 1918,7
08 Dec 1918,7
09 Dec 1918,8
10 Dec 1918,12
11 Dec 1918,11
12 Dec 1918,11
13 Dec 1918,9
14 Dec 1918,8
15 Dec 1918,5
16 Dec 1918,7
17 Dec 1918,5
18 Dec 1918,12
19 Dec 1918,4
20 Dec 1918,5
21 Dec 1918,8
22 Dec 1918,5
23 Dec 1918,3
24 Dec 1918,6
25 Dec 1918,7
26 Dec 1918,2
27 Dec 1918,1
28 Dec 1918,2
29 Dec 1918,4
30 Dec 1918,3
31 Dec 1918,5
